,projectname,classification,Abstract,code
1248,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1249,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1250,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1251,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// number of previous matches,no
1252,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1253,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1254,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1255,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1256,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1257,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1258,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1259,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// e.g. DTD not reachable,no
1260,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1261,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1262,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1263,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Extract the content-type if present // $NON-NLS-1$,no
1264,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1265,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// $NON-NLS-1$ // Temporary copies, so can set the final ones",no
1266,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1267,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// this method assumes UTF-8 input data,no
1268,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1269,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Update follow redirects setting just for this connection,no
1270,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1271,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. must be done after opening connection,no
1272,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1273,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Can happen for bad input document,no
1274,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1275,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// works OK even if ContentEncoding is null,no
1276,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1277,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1278,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// The following are used to set the Result details on return from // the script: //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-1$,no
1279,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Normal InputStream is not available,no
1280,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1281,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/*============= object properties ================*/,no
1282,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1283,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. this closes 'in',no
1284,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1285,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Get all the request properties, which are the headers set on the connection",no
1286,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1287,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1288,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1289,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Exclude the COOKIE header, since cookie is reported separately in the sample",no
1290,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1291,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// value is a List of Strings,no
1292,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1293,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1294,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1295,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Count the retries as well in the time,no
1296,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1297,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check cache for an entry with an Expires header in the future,no
1298,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1299,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1300,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ resource name,no
1301,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Start with 0 so tries at least once, and retries at most MAX_CONN_RETRIES times",no
1302,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1303,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Attempt the connection:,no
1304,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1305,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// try again,no
1306,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1307,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// This should never happen, but...",no
1308,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1309,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Nice, we've got a connection. Finish sending the request:",no
1310,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1311,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Request sent. Now get the response:,no
1312,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1313,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1314,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1315,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Done with the sampling proper.,no
1316,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1317,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Now collect the results into the HTTPSampleResult:,no
1318,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1319,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// get the component parts // Assume domains must have at least 2 parts, e.g. apache.org // Don't try matching against *.org; however we don't check *.co.uk here",no
1320,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1321,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Cannot be null here,no
1322,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1323,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// e.g. text/html; charset=ISO-8859-1,no
1324,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// can be specified in jmeter.properties //$NON-NLS-1$,no
1325,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// if either a file or path location is given, // get the file object. // we have a file",no
1326,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Set default SAVE menu item to disabled since the default node that // is selected is ROOT, which does not allow items to be inserted.",no
1327,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
1328,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1329,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Will already have been logged by XPathUtil // fail the sample,no
1330,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*         * To avoid re-opening the file repeatedly after an error, only try to         * open it in the first execute() call (It may be re=opened at EOF, but         * that will cause at most one failure.)         */",no
1331,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Store any cookies received in the cookie manager:,no
1332,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1333,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If we redirected automatically, the URL may have changed",no
1334,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1335,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Just in case // Clear any other remaining variables,no
1336,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1337,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// has been seen in a redirect // use header (if possible) if no message found,no
1338,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1339,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Don't process again,no
1340,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1341,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// What to match against. N.B. do not change the string value or test plans will break! // $NON-NLS-1$,no
1342,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1343,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Save cache information,no
1344,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1345,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * Random class for generating random numbers.     */",no
1346,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * Create a data input text field     *     * @return the panel for entering the data     */",no
1347,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if we found an accept-charset attribute on the form,no
1348,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1349,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ensure old value is not left defined,no
1350,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1351,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// return the absolutePath of the file,no
1352,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1353,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1354,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1355,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ensure old value is not left defined,no
1356,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1357,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Fetch some variables,no
1358,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1359,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//+ JMX file attribut names - do not change! //$NON-NLS-1$,no
1360,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1361,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Only replace default if it is provided,no
1362,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1363,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// we check to see if the proxy host and port are set,no
1364,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1365,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//get filename or """"",no
1366,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1367,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//Note: match.groups() includes group 0,no
1368,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1369,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* Note that the filename is also used as a key to the pool (if used)        ** Documents provided in the testplan are not currently pooled, as they may change        *  between samples.        */",no
1370,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1371,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// we created the document,no
1372,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1373,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// refname has already been set to the default (if present),no
1374,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1375,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Must be local content - or not using pool,no
1376,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOTE: responseData encoding is server specific //       Therefore we do byte -> unicode -> byte conversion //       to ensure UTF-8 encoding as required by XPathUtil // convert unicode String -> UTF-8 bytes // $NON-NLS-1$,no
1377,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Number of refName_n variable sets to keep,no
1378,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1379,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1380,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// create a temporary file to make sure we always have a file to give to the PostWriter  // Whereever we are or Whatever the current path is.,no
1381,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1382,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1383,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Number of refName_n variable sets to keep,no
1384,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * Test method for 'org.apache.jmeter.protocol.http.sampler.postWriter.sendPostData(URLConnection, HTTPSampler)'     * This method test sending a request which contains both formdata and file content     */",no
1385,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1386,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1387,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1388,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1389,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Save the count,no
1390,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1391,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1392,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1393,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Original match behaviour,no
1394,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1395,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Original match behaviour,no
1396,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1397,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// < 0 means we save all the matches,no
1398,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1399,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1400,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1401,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// remove any single matches,no
1402,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1403,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// it's not set, lets check if the user passed // proxy host and port from command line",no
1404,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1405,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// it's not set, lets check if the user passed // proxy host and port from command line",no
1406,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1407,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Remove any left-over variables,no
1408,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1409,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// must be a ""here"" document",no
1410,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1411,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * Required to satisfy HTTPSamplerBase Should not be called, as we override     * sample()     */",no
1412,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// We assume the argument value is encoded according to the HTTP spec, i.e. UTF-8",no
1413,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Remove the group count,no
1414,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1415,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //- JMX file attribut names - do not change!,no
1416,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// N.B. if the string is not recognised, DEBUG is assumed",no
1417,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Assume it will fail // ditto $NON-NLS-1$,no
1418,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1419,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// How many groups are there?,no
1420,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1421,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// set the response defaults,no
1422,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1423,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// WARNING - could be large,no
1424,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// API expects null not empty array, see http://docs.oracle.com/javase/6/docs/api/javax/net/ssl/X509KeyManager.html",no
1425,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// remove the remaining _gn vars,no
1426,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1427,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// if a blank HeaderManager exists, try to // get the SOAPHTTPConnection. After the first // request, there should be a connection object // stored with the cookie header info.",no
1428,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ $NON-NLS-2$,no
1429,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// check the proxy,no
1430,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1431,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Contains Strings and Integers,no
1432,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1433,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// if use proxy is set, we try to pick up the // proxy host and port from either the text // fields or from JMeterUtil if they were passed // from command line",no
1434,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1435,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// if for some reason the host is blank and the port is // zero, the sampler will fail silently",no
1436,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1437,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// add match as Integer,no
1438,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1439,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// API uses raw types,no
1440,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1441,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Scheme used for slow HTTP sockets. Cannot be set as a default, because must be set on an HttpClient instance.",no
1442,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$,no
1443,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// string is not empty,no
1444,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1445,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1446,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#isSuccessful()     */",no
1447,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1448,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)         * @see org.xml.sax.helpers.DefaultHandler#fatalError(org.xml.sax.SAXParseException)         */",no
1449,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow for property not yet being set (probably only applies to Test cases),no
1450,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ resource name,no
1451,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Random match,no
1452,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testEnded()     */",no
1453,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// for request Data,no
1454,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1455,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// save the agent for next time round,no
1456,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// @see mergeFileProperties // Must be private, as the file list needs special handling // $NON-NLS-1$ // MIMETYPE is kept for backward compatibility with old test plans // $NON-NLS-1$ // FILE_NAME is kept for backward compatibility with old test plans // $NON-NLS-1$",no
1457,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1458,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testEnded(java.lang.String)     */",no
1459,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1460,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * @see org.apache.jmeter.report.gui.action.Command#getActionNames()     */",no
1461,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1462,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Make a internal list of all results to allow reload data with filter or interval,no
1463,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$         //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1464,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1465,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Done with the sampling proper.,no
1466,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#pageEnded()     */",no
1467,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Now collect the results into the HTTPSampleResult:,no
1468,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#setSuccessful(boolean)     */",no
1469,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1470,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * (non-Javadoc)     *     * @see org.apache.jmeter.testelement.TestStateListener#testEnded(java.lang.String)     */",no
1471,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If we redirected automatically, the URL may have changed",no
